operator,case_id,input_shape,dtype,attrs,value_range,note
RotaryEmbeddingDecode,14,"[[3, 1, 1, 96], [3, 1, 4, 96], [128, 48], [128, 48], [3, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case14-B3-S1-Hq1-Hk4-D96-R96-bfloat16-tablefloat16-interTrue
RotaryEmbeddingDecode,15,"[[4, 1, 12, 80], [4, 1, 8, 80], [64, 20], [64, 20], [4, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case15-B4-S1-Hq12-Hk8-D80-R40-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,16,"[[1, 1, 2, 64], [1, 1, 1, 64], [1024, 32], [1024, 32], [1, 1]]","[""float16"", ""float16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case16-B1-S1-Hq2-Hk1-D64-R64-float16-tablefloat32-interTrue
RotaryEmbeddingDecode,17,"[[2, 1, 16, 48], [2, 1, 2, 48], [512, 24], [512, 24], [2, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case17-B2-S1-Hq16-Hk2-D48-R48-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,18,"[[3, 1, 4, 32], [3, 1, 4, 32], [257, 8], [257, 8], [3, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case18-B3-S1-Hq4-Hk4-D32-R16-float32-tablefloat16-interTrue
RotaryEmbeddingDecode,19,"[[4, 1, 32, 256], [4, 1, 8, 256], [128, 128], [128, 128], [4, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case19-B4-S1-Hq32-Hk8-D256-R256-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,20,"[[1, 1, 8, 192], [1, 1, 1, 192], [64, 32], [64, 32], [1, 1]]","[""bfloat16"", ""bfloat16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case20-B1-S1-Hq8-Hk1-D192-R64-bfloat16-tablefloat32-interTrue
RotaryEmbeddingDecode,21,"[[2, 1, 1, 160], [2, 1, 2, 160], [1024, 40], [1024, 40], [2, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case21-B2-S1-Hq1-Hk2-D160-R80-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,22,"[[3, 1, 12, 128], [3, 1, 4, 128], [512, 64], [512, 64], [3, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case22-B3-S1-Hq12-Hk4-D128-R128-float16-tablefloat16-interTrue
RotaryEmbeddingDecode,23,"[[4, 1, 2, 96], [4, 1, 8, 96], [257, 48], [257, 48], [4, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case23-B4-S1-Hq2-Hk8-D96-R96-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,24,"[[1, 1, 16, 80], [1, 1, 1, 80], [128, 20], [128, 20], [1, 1]]","[""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case24-B1-S1-Hq16-Hk1-D80-R40-float32-tablefloat32-interTrue
RotaryEmbeddingDecode,25,"[[2, 1, 4, 64], [2, 1, 2, 64], [64, 32], [64, 32], [2, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case25-B2-S1-Hq4-Hk2-D64-R64-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,26,"[[3, 1, 32, 48], [3, 1, 4, 48], [1024, 24], [1024, 24], [3, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case26-B3-S1-Hq32-Hk4-D48-R48-bfloat16-tablefloat16-interTrue
RotaryEmbeddingDecode,27,"[[4, 1, 8, 32], [4, 1, 8, 32], [512, 8], [512, 8], [4, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case27-B4-S1-Hq8-Hk8-D32-R16-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,28,"[[1, 1, 1, 256], [1, 1, 1, 256], [257, 128], [257, 128], [1, 1]]","[""float16"", ""float16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case28-B1-S1-Hq1-Hk1-D256-R256-float16-tablefloat32-interTrue
RotaryEmbeddingDecode,29,"[[2, 1, 12, 192], [2, 1, 2, 192], [128, 96], [128, 96], [2, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case29-B2-S1-Hq12-Hk2-D192-R192-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,30,"[[3, 1, 2, 160], [3, 1, 4, 160], [64, 40], [64, 40], [3, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case30-B3-S1-Hq2-Hk4-D160-R80-float32-tablefloat16-interTrue
RotaryEmbeddingDecode,31,"[[4, 1, 16, 128], [4, 1, 8, 128], [1024, 64], [1024, 64], [4, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case31-B4-S1-Hq16-Hk8-D128-R128-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,32,"[[1, 1, 4, 96], [1, 1, 1, 96], [512, 48], [512, 48], [1, 1]]","[""bfloat16"", ""bfloat16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case32-B1-S1-Hq4-Hk1-D96-R96-bfloat16-tablefloat32-interTrue
RotaryEmbeddingDecode,33,"[[2, 1, 32, 80], [2, 1, 2, 80], [257, 20], [257, 20], [2, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case33-B2-S1-Hq32-Hk2-D80-R40-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,34,"[[3, 1, 8, 64], [3, 1, 4, 64], [128, 32], [128, 32], [3, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case34-B3-S1-Hq8-Hk4-D64-R64-float16-tablefloat16-interTrue
RotaryEmbeddingDecode,35,"[[4, 1, 1, 48], [4, 1, 8, 48], [64, 24], [64, 24], [4, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 48, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case35-B4-S1-Hq1-Hk8-D48-R48-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,36,"[[1, 1, 12, 32], [1, 1, 1, 32], [1024, 8], [1024, 8], [1, 1]]","[""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case36-B1-S1-Hq12-Hk1-D32-R16-float32-tablefloat32-interTrue
RotaryEmbeddingDecode,37,"[[2, 1, 2, 256], [2, 1, 2, 256], [512, 128], [512, 128], [2, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case37-B2-S1-Hq2-Hk2-D256-R256-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,38,"[[3, 1, 16, 192], [3, 1, 4, 192], [257, 96], [257, 96], [3, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case38-B3-S1-Hq16-Hk4-D192-R192-bfloat16-tablefloat16-interTrue
RotaryEmbeddingDecode,39,"[[4, 1, 4, 160], [4, 1, 8, 160], [128, 40], [128, 40], [4, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case39-B4-S1-Hq4-Hk8-D160-R80-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,40,"[[1, 1, 32, 128], [1, 1, 1, 128], [64, 32], [64, 32], [1, 1]]","[""float16"", ""float16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case40-B1-S1-Hq32-Hk1-D128-R64-float16-tablefloat32-interTrue
RotaryEmbeddingDecode,41,"[[2, 1, 8, 96], [2, 1, 2, 96], [1024, 48], [1024, 48], [2, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case41-B2-S1-Hq8-Hk2-D96-R96-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,42,"[[3, 1, 1, 80], [3, 1, 4, 80], [512, 20], [512, 20], [3, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case42-B3-S1-Hq1-Hk4-D80-R40-float32-tablefloat16-interTrue
RotaryEmbeddingDecode,43,"[[4, 1, 12, 64], [4, 1, 8, 64], [257, 32], [257, 32], [4, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case43-B4-S1-Hq12-Hk8-D64-R64-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,44,"[[1, 1, 2, 48], [1, 1, 1, 48], [128, 24], [128, 24], [1, 1]]","[""bfloat16"", ""bfloat16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case44-B1-S1-Hq2-Hk1-D48-R48-bfloat16-tablefloat32-interTrue
RotaryEmbeddingDecode,45,"[[2, 1, 16, 32], [2, 1, 2, 32], [64, 8], [64, 8], [2, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case45-B2-S1-Hq16-Hk2-D32-R16-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,46,"[[3, 1, 4, 256], [3, 1, 4, 256], [1024, 128], [1024, 128], [3, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case46-B3-S1-Hq4-Hk4-D256-R256-float16-tablefloat16-interTrue
RotaryEmbeddingDecode,47,"[[4, 1, 32, 192], [4, 1, 8, 192], [512, 96], [512, 96], [4, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case47-B4-S1-Hq32-Hk8-D192-R192-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,48,"[[1, 1, 8, 160], [1, 1, 1, 160], [257, 40], [257, 40], [1, 1]]","[""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case48-B1-S1-Hq8-Hk1-D160-R80-float32-tablefloat32-interTrue
RotaryEmbeddingDecode,49,"[[2, 1, 1, 128], [2, 1, 2, 128], [128, 64], [128, 64], [2, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case49-B2-S1-Hq1-Hk2-D128-R128-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,50,"[[3, 1, 12, 96], [3, 1, 4, 96], [64, 32], [64, 32], [3, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case50-B3-S1-Hq12-Hk4-D96-R64-bfloat16-tablefloat16-interTrue
RotaryEmbeddingDecode,51,"[[4, 1, 2, 80], [4, 1, 8, 80], [1024, 20], [1024, 20], [4, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case51-B4-S1-Hq2-Hk8-D80-R40-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,52,"[[1, 1, 16, 64], [1, 1, 1, 64], [512, 32], [512, 32], [1, 1]]","[""float16"", ""float16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case52-B1-S1-Hq16-Hk1-D64-R64-float16-tablefloat32-interTrue
RotaryEmbeddingDecode,53,"[[2, 1, 4, 48], [2, 1, 2, 48], [257, 24], [257, 24], [2, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case53-B2-S1-Hq4-Hk2-D48-R48-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,54,"[[3, 1, 32, 32], [3, 1, 4, 32], [128, 8], [128, 8], [3, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case54-B3-S1-Hq32-Hk4-D32-R16-float32-tablefloat16-interTrue
RotaryEmbeddingDecode,55,"[[4, 1, 8, 256], [4, 1, 8, 256], [64, 32], [64, 32], [4, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case55-B4-S1-Hq8-Hk8-D256-R64-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,56,"[[1, 1, 1, 192], [1, 1, 1, 192], [1024, 96], [1024, 96], [1, 1]]","[""bfloat16"", ""bfloat16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case56-B1-S1-Hq1-Hk1-D192-R192-bfloat16-tablefloat32-interTrue
RotaryEmbeddingDecode,57,"[[2, 1, 12, 160], [2, 1, 2, 160], [512, 40], [512, 40], [2, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case57-B2-S1-Hq12-Hk2-D160-R80-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,58,"[[3, 1, 2, 128], [3, 1, 4, 128], [257, 64], [257, 64], [3, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case58-B3-S1-Hq2-Hk4-D128-R128-float16-tablefloat16-interTrue
RotaryEmbeddingDecode,59,"[[4, 1, 16, 96], [4, 1, 8, 96], [128, 48], [128, 48], [4, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case59-B4-S1-Hq16-Hk8-D96-R96-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,60,"[[1, 1, 4, 80], [1, 1, 1, 80], [64, 20], [64, 20], [1, 1]]","[""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case60-B1-S1-Hq4-Hk1-D80-R40-float32-tablefloat32-interTrue
RotaryEmbeddingDecode,61,"[[2, 1, 32, 64], [2, 1, 2, 64], [1024, 32], [1024, 32], [2, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case61-B2-S1-Hq32-Hk2-D64-R64-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,62,"[[3, 1, 8, 48], [3, 1, 4, 48], [512, 24], [512, 24], [3, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case62-B3-S1-Hq8-Hk4-D48-R48-bfloat16-tablefloat16-interTrue
RotaryEmbeddingDecode,63,"[[4, 1, 1, 32], [4, 1, 8, 32], [257, 8], [257, 8], [4, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 16, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case63-B4-S1-Hq1-Hk8-D32-R16-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,64,"[[1, 1, 12, 256], [1, 1, 1, 256], [128, 128], [128, 128], [1, 1]]","[""float16"", ""float16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case64-B1-S1-Hq12-Hk1-D256-R256-float16-tablefloat32-interTrue
RotaryEmbeddingDecode,65,"[[2, 1, 2, 192], [2, 1, 2, 192], [64, 32], [64, 32], [2, 1]]","[""bfloat16"", ""bfloat16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case65-B2-S1-Hq2-Hk2-D192-R64-bfloat16-tablefloat16-interFalse
RotaryEmbeddingDecode,66,"[[3, 1, 16, 160], [3, 1, 4, 160], [1024, 40], [1024, 40], [3, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 80, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 1023]]",case66-B3-S1-Hq16-Hk4-D160-R80-float32-tablefloat16-interTrue
RotaryEmbeddingDecode,67,"[[4, 1, 4, 128], [4, 1, 8, 128], [512, 64], [512, 64], [4, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 511]]",case67-B4-S1-Hq4-Hk8-D128-R128-float16-tablefloat16-interFalse
RotaryEmbeddingDecode,68,"[[1, 1, 32, 96], [1, 1, 1, 96], [257, 48], [257, 48], [1, 1]]","[""bfloat16"", ""bfloat16"", ""float32"", ""float32"", ""int64""]","{""rotary_dim"": -1, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 256]]",case68-B1-S1-Hq32-Hk1-D96-R96-bfloat16-tablefloat32-interTrue
RotaryEmbeddingDecode,69,"[[2, 1, 8, 80], [2, 1, 2, 80], [128, 20], [128, 20], [2, 1]]","[""float32"", ""float32"", ""float16"", ""float16"", ""int32""]","{""rotary_dim"": 40, ""interleaved"": false}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 127]]",case69-B2-S1-Hq8-Hk2-D80-R40-float32-tablefloat16-interFalse
RotaryEmbeddingDecode,70,"[[3, 1, 1, 64], [3, 1, 4, 64], [64, 32], [64, 32], [3, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""int64""]","{""rotary_dim"": 64, ""interleaved"": true}","[[-2, 2], [-2, 2], [-1, 1], [-1, 1], [0, 63]]",case70-B3-S1-Hq1-Hk4-D64-R64-float16-tablefloat16-interTrue
