operator,case_id,input_shape,dtype,attrs,value_range,note
CtcGreedyDecode,46,"[[1, 64, 512], [1]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",float16-B1-T64-V512-blank0-mergeFalse
CtcGreedyDecode,47,"[[1, 64, 512], [1]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 64]]",bfloat16-B1-T64-V512-blank0-mergeTrue
CtcGreedyDecode,48,"[[1, 64, 512], [1]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",float32-B1-T64-V512-blank0-mergeFalse
CtcGreedyDecode,49,"[[2, 64, 512], [2]]","['float16', 'int64']","{'blank_id': 49, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 64]]",float16-B2-T64-V512-blank49-mergeTrue
CtcGreedyDecode,50,"[[2, 64, 8], [2]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",bfloat16-B2-T64-V8-blank0-mergeFalse
CtcGreedyDecode,51,"[[2, 128, 8], [2]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",float32-B2-T128-V8-blank0-mergeTrue
CtcGreedyDecode,52,"[[4, 128, 8], [4]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 128]]",float16-B4-T128-V8-blank0-mergeFalse
CtcGreedyDecode,53,"[[4, 128, 8], [4]]","['bfloat16', 'int32']","{'blank_id': 4, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",bfloat16-B4-T128-V8-blank4-mergeTrue
CtcGreedyDecode,54,"[[4, 128, 8], [4]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 128]]",float32-B4-T128-V8-blank0-mergeFalse
CtcGreedyDecode,55,"[[8, 128, 8], [8]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",float16-B8-T128-V8-blank0-mergeTrue
CtcGreedyDecode,56,"[[8, 256, 8], [8]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",bfloat16-B8-T256-V8-blank0-mergeFalse
CtcGreedyDecode,57,"[[8, 256, 16], [8]]","['float32', 'int32']","{'blank_id': 12, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 256]]",float32-B8-T256-V16-blank12-mergeTrue
CtcGreedyDecode,58,"[[16, 256, 16], [16]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",float16-B16-T256-V16-blank0-mergeFalse
CtcGreedyDecode,59,"[[16, 256, 16], [16]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 256]]",bfloat16-B16-T256-V16-blank0-mergeTrue
CtcGreedyDecode,60,"[[16, 256, 16], [16]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",float32-B16-T256-V16-blank0-mergeFalse
CtcGreedyDecode,61,"[[1, 8, 16], [1]]","['float16', 'int64']","{'blank_id': 1, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",float16-B1-T8-V16-blank1-mergeTrue
CtcGreedyDecode,62,"[[1, 8, 16], [1]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 8]]",bfloat16-B1-T8-V16-blank0-mergeFalse
CtcGreedyDecode,63,"[[1, 8, 16], [1]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",float32-B1-T8-V16-blank0-mergeTrue
CtcGreedyDecode,64,"[[2, 8, 32], [2]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 8]]",float16-B2-T8-V32-blank0-mergeFalse
CtcGreedyDecode,65,"[[2, 8, 32], [2]]","['bfloat16', 'int32']","{'blank_id': 3, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",bfloat16-B2-T8-V32-blank3-mergeTrue
CtcGreedyDecode,66,"[[2, 16, 32], [2]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",float32-B2-T16-V32-blank0-mergeFalse
CtcGreedyDecode,67,"[[4, 16, 32], [4]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 16]]",float16-B4-T16-V32-blank0-mergeTrue
CtcGreedyDecode,68,"[[4, 16, 32], [4]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",bfloat16-B4-T16-V32-blank0-mergeFalse
CtcGreedyDecode,69,"[[4, 16, 32], [4]]","['float32', 'int32']","{'blank_id': 7, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 16]]",float32-B4-T16-V32-blank7-mergeTrue
CtcGreedyDecode,70,"[[8, 16, 32], [8]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",float16-B8-T16-V32-blank0-mergeFalse
CtcGreedyDecode,71,"[[8, 32, 64], [8]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 32]]",bfloat16-B8-T32-V64-blank0-mergeTrue
CtcGreedyDecode,72,"[[8, 32, 64], [8]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 32]]",float32-B8-T32-V64-blank0-mergeFalse
CtcGreedyDecode,73,"[[16, 32, 64], [16]]","['float16', 'int64']","{'blank_id': 10, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 32]]",float16-B16-T32-V64-blank10-mergeTrue
CtcGreedyDecode,74,"[[16, 32, 64], [16]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 32]]",bfloat16-B16-T32-V64-blank0-mergeFalse
CtcGreedyDecode,75,"[[16, 32, 64], [16]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 32]]",float32-B16-T32-V64-blank0-mergeTrue
CtcGreedyDecode,76,"[[1, 64, 64], [1]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",float16-B1-T64-V64-blank0-mergeFalse
CtcGreedyDecode,77,"[[1, 64, 64], [1]]","['bfloat16', 'int32']","{'blank_id': 14, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 64]]",bfloat16-B1-T64-V64-blank14-mergeTrue
CtcGreedyDecode,78,"[[1, 64, 128], [1]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",float32-B1-T64-V128-blank0-mergeFalse
CtcGreedyDecode,79,"[[2, 64, 128], [2]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 64]]",float16-B2-T64-V128-blank0-mergeTrue
CtcGreedyDecode,80,"[[2, 64, 128], [2]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 64]]",bfloat16-B2-T64-V128-blank0-mergeFalse
CtcGreedyDecode,81,"[[2, 128, 128], [2]]","['float32', 'int32']","{'blank_id': 81, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",float32-B2-T128-V128-blank81-mergeTrue
CtcGreedyDecode,82,"[[4, 128, 128], [4]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 128]]",float16-B4-T128-V128-blank0-mergeFalse
CtcGreedyDecode,83,"[[4, 128, 128], [4]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",bfloat16-B4-T128-V128-blank0-mergeTrue
CtcGreedyDecode,84,"[[4, 128, 128], [4]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 128]]",float32-B4-T128-V128-blank0-mergeFalse
CtcGreedyDecode,85,"[[8, 128, 256], [8]]","['float16', 'int64']","{'blank_id': 85, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 128]]",float16-B8-T128-V256-blank85-mergeTrue
CtcGreedyDecode,86,"[[8, 256, 256], [8]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",bfloat16-B8-T256-V256-blank0-mergeFalse
CtcGreedyDecode,87,"[[8, 256, 256], [8]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 256]]",float32-B8-T256-V256-blank0-mergeTrue
CtcGreedyDecode,88,"[[16, 256, 256], [16]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",float16-B16-T256-V256-blank0-mergeFalse
CtcGreedyDecode,89,"[[16, 256, 256], [16]]","['bfloat16', 'int32']","{'blank_id': 89, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 256]]",bfloat16-B16-T256-V256-blank89-mergeTrue
CtcGreedyDecode,90,"[[16, 256, 256], [16]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 256]]",float32-B16-T256-V256-blank0-mergeFalse
CtcGreedyDecode,91,"[[1, 8, 256], [1]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",float16-B1-T8-V256-blank0-mergeTrue
CtcGreedyDecode,92,"[[1, 8, 512], [1]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 8]]",bfloat16-B1-T8-V512-blank0-mergeFalse
CtcGreedyDecode,93,"[[1, 8, 512], [1]]","['float32', 'int32']","{'blank_id': 93, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",float32-B1-T8-V512-blank93-mergeTrue
CtcGreedyDecode,94,"[[2, 8, 512], [2]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 8]]",float16-B2-T8-V512-blank0-mergeFalse
CtcGreedyDecode,95,"[[2, 8, 512], [2]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 8]]",bfloat16-B2-T8-V512-blank0-mergeTrue
CtcGreedyDecode,96,"[[2, 16, 512], [2]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",float32-B2-T16-V512-blank0-mergeFalse
CtcGreedyDecode,97,"[[4, 16, 512], [4]]","['float16', 'int64']","{'blank_id': 97, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 16]]",float16-B4-T16-V512-blank97-mergeTrue
CtcGreedyDecode,98,"[[4, 16, 512], [4]]","['bfloat16', 'int32']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",bfloat16-B4-T16-V512-blank0-mergeFalse
CtcGreedyDecode,99,"[[4, 16, 8], [4]]","['float32', 'int32']","{'blank_id': 0, 'merge_repeated': True, 'pad_id': -1}","[[-2, 2], [1, 16]]",float32-B4-T16-V8-blank0-mergeTrue
CtcGreedyDecode,100,"[[8, 16, 8], [8]]","['float16', 'int64']","{'blank_id': 0, 'merge_repeated': False, 'pad_id': -1}","[[-2, 2], [1, 16]]",float16-B8-T16-V8-blank0-mergeFalse
