operator,case_id,input_shape,dtype,attrs,value_range,note
BboxDecodeAndFilter,17,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case17-N512-bfloat16-thr0.1-clip512.0x1024.0
BboxDecodeAndFilter,18,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case18-N16-float32-thr0.25-clip1024.0x2048.0
BboxDecodeAndFilter,19,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case19-N32-float16-thr0.5-clip2048.0x256.0
BboxDecodeAndFilter,20,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case20-N64-bfloat16-thr0.01-clip256.0x640.0
BboxDecodeAndFilter,21,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case21-N128-float32-thr0.05-clip512.0x1024.0
BboxDecodeAndFilter,22,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case22-N256-float16-thr0.1-clip1024.0x2048.0
BboxDecodeAndFilter,23,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case23-N512-bfloat16-thr0.25-clip2048.0x256.0
BboxDecodeAndFilter,24,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case24-N16-float32-thr0.5-clip256.0x640.0
BboxDecodeAndFilter,25,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case25-N32-float16-thr0.01-clip512.0x1024.0
BboxDecodeAndFilter,26,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.05, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case26-N64-bfloat16-thr0.05-clip1024.0x2048.0
BboxDecodeAndFilter,27,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.1, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case27-N128-float32-thr0.1-clip2048.0x256.0
BboxDecodeAndFilter,28,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.25, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case28-N256-float16-thr0.25-clip256.0x640.0
BboxDecodeAndFilter,29,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.5, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case29-N512-bfloat16-thr0.5-clip512.0x1024.0
BboxDecodeAndFilter,30,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.01, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case30-N16-float32-thr0.01-clip1024.0x2048.0
BboxDecodeAndFilter,31,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.05, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case31-N32-float16-thr0.05-clip2048.0x256.0
BboxDecodeAndFilter,32,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case32-N64-bfloat16-thr0.1-clip256.0x640.0
BboxDecodeAndFilter,33,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case33-N128-float32-thr0.25-clip512.0x1024.0
BboxDecodeAndFilter,34,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case34-N256-float16-thr0.5-clip1024.0x2048.0
BboxDecodeAndFilter,35,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case35-N512-bfloat16-thr0.01-clip2048.0x256.0
BboxDecodeAndFilter,36,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case36-N16-float32-thr0.05-clip256.0x640.0
BboxDecodeAndFilter,37,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case37-N32-float16-thr0.1-clip512.0x1024.0
BboxDecodeAndFilter,38,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case38-N64-bfloat16-thr0.25-clip1024.0x2048.0
BboxDecodeAndFilter,39,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case39-N128-float32-thr0.5-clip2048.0x256.0
BboxDecodeAndFilter,40,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case40-N256-float16-thr0.01-clip256.0x640.0
BboxDecodeAndFilter,41,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.05, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case41-N512-bfloat16-thr0.05-clip512.0x1024.0
BboxDecodeAndFilter,42,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.1, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case42-N16-float32-thr0.1-clip1024.0x2048.0
BboxDecodeAndFilter,43,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.25, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case43-N32-float16-thr0.25-clip2048.0x256.0
BboxDecodeAndFilter,44,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.5, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case44-N64-bfloat16-thr0.5-clip256.0x640.0
BboxDecodeAndFilter,45,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.01, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case45-N128-float32-thr0.01-clip512.0x1024.0
BboxDecodeAndFilter,46,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.05, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case46-N256-float16-thr0.05-clip1024.0x2048.0
BboxDecodeAndFilter,47,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case47-N512-bfloat16-thr0.1-clip2048.0x256.0
BboxDecodeAndFilter,48,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case48-N16-float32-thr0.25-clip256.0x640.0
BboxDecodeAndFilter,49,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case49-N32-float16-thr0.5-clip512.0x1024.0
BboxDecodeAndFilter,50,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case50-N64-bfloat16-thr0.01-clip1024.0x2048.0
BboxDecodeAndFilter,51,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case51-N128-float32-thr0.05-clip2048.0x256.0
BboxDecodeAndFilter,52,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case52-N256-float16-thr0.1-clip256.0x640.0
BboxDecodeAndFilter,53,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case53-N512-bfloat16-thr0.25-clip512.0x1024.0
BboxDecodeAndFilter,54,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case54-N16-float32-thr0.5-clip1024.0x2048.0
BboxDecodeAndFilter,55,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case55-N32-float16-thr0.01-clip2048.0x256.0
BboxDecodeAndFilter,56,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.05, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case56-N64-bfloat16-thr0.05-clip256.0x640.0
BboxDecodeAndFilter,57,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.1, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case57-N128-float32-thr0.1-clip512.0x1024.0
BboxDecodeAndFilter,58,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.25, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case58-N256-float16-thr0.25-clip1024.0x2048.0
BboxDecodeAndFilter,59,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.5, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case59-N512-bfloat16-thr0.5-clip2048.0x256.0
BboxDecodeAndFilter,60,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.01, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case60-N16-float32-thr0.01-clip256.0x640.0
BboxDecodeAndFilter,61,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.05, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case61-N32-float16-thr0.05-clip512.0x1024.0
BboxDecodeAndFilter,62,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case62-N64-bfloat16-thr0.1-clip1024.0x2048.0
BboxDecodeAndFilter,63,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case63-N128-float32-thr0.25-clip2048.0x256.0
BboxDecodeAndFilter,64,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case64-N256-float16-thr0.5-clip256.0x640.0
BboxDecodeAndFilter,65,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case65-N512-bfloat16-thr0.01-clip512.0x1024.0
BboxDecodeAndFilter,66,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case66-N16-float32-thr0.05-clip1024.0x2048.0
BboxDecodeAndFilter,67,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case67-N32-float16-thr0.1-clip2048.0x256.0
BboxDecodeAndFilter,68,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case68-N64-bfloat16-thr0.25-clip256.0x640.0
BboxDecodeAndFilter,69,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case69-N128-float32-thr0.5-clip512.0x1024.0
BboxDecodeAndFilter,70,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case70-N256-float16-thr0.01-clip1024.0x2048.0
BboxDecodeAndFilter,71,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.05, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case71-N512-bfloat16-thr0.05-clip2048.0x256.0
BboxDecodeAndFilter,72,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.1, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case72-N16-float32-thr0.1-clip256.0x640.0
BboxDecodeAndFilter,73,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.25, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case73-N32-float16-thr0.25-clip512.0x1024.0
BboxDecodeAndFilter,74,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.5, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case74-N64-bfloat16-thr0.5-clip1024.0x2048.0
BboxDecodeAndFilter,75,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.01, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case75-N128-float32-thr0.01-clip2048.0x256.0
BboxDecodeAndFilter,76,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.05, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case76-N256-float16-thr0.05-clip256.0x640.0
BboxDecodeAndFilter,77,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.1, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case77-N512-bfloat16-thr0.1-clip512.0x1024.0
BboxDecodeAndFilter,78,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.25, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case78-N16-float32-thr0.25-clip1024.0x2048.0
BboxDecodeAndFilter,79,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.5, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case79-N32-float16-thr0.5-clip2048.0x256.0
BboxDecodeAndFilter,80,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.01, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case80-N64-bfloat16-thr0.01-clip256.0x640.0
BboxDecodeAndFilter,81,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.05, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case81-N128-float32-thr0.05-clip512.0x1024.0
BboxDecodeAndFilter,82,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.1, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case82-N256-float16-thr0.1-clip1024.0x2048.0
BboxDecodeAndFilter,83,"[[512, 4], [512, 4], [512]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.25, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case83-N512-bfloat16-thr0.25-clip2048.0x256.0
BboxDecodeAndFilter,84,"[[16, 4], [16, 4], [16]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.5, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case84-N16-float32-thr0.5-clip256.0x640.0
BboxDecodeAndFilter,85,"[[32, 4], [32, 4], [32]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.01, ""max_shape_h"": 512.0, ""max_shape_w"": 1024.0}","[[0, 512.0], [-0.5, 0.5], [0, 1]]",case85-N32-float16-thr0.01-clip512.0x1024.0
BboxDecodeAndFilter,86,"[[64, 4], [64, 4], [64]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""score_threshold"": 0.05, ""max_shape_h"": 1024.0, ""max_shape_w"": 2048.0}","[[0, 1024.0], [-0.5, 0.5], [0, 1]]",case86-N64-bfloat16-thr0.05-clip1024.0x2048.0
BboxDecodeAndFilter,87,"[[128, 4], [128, 4], [128]]","[""float32"", ""float32"", ""float32""]","{""score_threshold"": 0.1, ""max_shape_h"": 2048.0, ""max_shape_w"": 256.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case87-N128-float32-thr0.1-clip2048.0x256.0
BboxDecodeAndFilter,88,"[[256, 4], [256, 4], [256]]","[""float16"", ""float16"", ""float16""]","{""score_threshold"": 0.25, ""max_shape_h"": 256.0, ""max_shape_w"": 640.0}","[[0, 256.0], [-0.5, 0.5], [0, 1]]",case88-N256-float16-thr0.25-clip256.0x640.0
